trial_id,fix,ques,answ,cor,nasa_ques,nasa_tre,calib_loop.thisRepN,calib_loop.thisTrialN,calib_loop.thisN,calib_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,nasa_trials.thisRepN,nasa_trials.thisTrialN,nasa_trials.thisN,nasa_trials.thisIndex,valid_keybrd.started,calib_resp.started,calib_resp.keys,calib_resp.rt,title_resp.keys,title_resp.rt,text.started,key_resp.keys,key_resp.rt,img_ques.started,key_resp_2.keys,key_resp_2.rt,key_resp_ans.keys,key_resp_ans.corr,key_resp_ans.rt,nasa_slider.response,end_img.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,participant,gender,profession,session,date,expName,psychopyVersion,frameRate,
,,,,,,,0,0,0,0,,,,,,,,,45.05308149999473,70.50224329999764,['n'],[3.2159307999972953],,,,,,,,,,,,,,,,,P15,female,phd,001,2023-01-12_17h05.42.416,eth_ws_team_p04,2022.2.5,143.9654713064883,
,,,,,,,,,,,,,,,,,,,,,,,space,6.514707100010128,,,,,,,,,,,,,,,P15,female,phd,001,2023-01-12_17h05.42.416,eth_ws_team_p04,2022.2.5,143.9654713064883,
,,,,,,,,,,,,,,,,,,,,,,,,,80.25379909999901,space,15.034983699995792,,,,,,,,,,,,P15,female,phd,001,2023-01-12_17h05.42.416,eth_ws_team_p04,2022.2.5,143.9654713064883,
ts03,tsf03.jpeg,tsq03.jpeg,tsa03.jpeg,b,,,,,,,0,0,0,2,,,,,,,,,,,,,,96.293221800006,space,12.79316660000768,b,1,8.000939200006542,,,,,,P15,female,phd,001,2023-01-12_17h05.42.416,eth_ws_team_p04,2022.2.5,143.9654713064883,
ts01,tsf01.jpeg,tsq01.jpeg,tsa01.jpeg,c,,,,,,,0,1,1,0,,,,,,,,,,,,,,118.61087930000213,space,11.972666700006812,c,1,3.8023587000061525,,,,,,P15,female,phd,001,2023-01-12_17h05.42.416,eth_ws_team_p04,2022.2.5,143.9654713064883,
ts02,tsf02.jpeg,tsq02.jpeg,tsa02.jpeg,b,,,,,,,0,2,2,1,,,,,,,,,,,,,,135.89532280000276,space,8.678091900001164,b,1,1.2111060000024736,,,,,,P15,female,phd,001,2023-01-12_17h05.42.416,eth_ws_team_p04,2022.2.5,143.9654713064883,
,,,,,::: FRUSTRATION :::,"Were you insecure, discouraged, irritated, stressed, and annoyed?",,,,,,,,,0,0,0,5,,,,,,,,,,,,,,,,3.0,,,,,P15,female,phd,001,2023-01-12_17h05.42.416,eth_ws_team_p04,2022.2.5,143.9654713064883,
,,,,,::: PHYSICAL DEMAND :::,Was the task physically demanding?,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,3.0,,,,,P15,female,phd,001,2023-01-12_17h05.42.416,eth_ws_team_p04,2022.2.5,143.9654713064883,
,,,,,::: PERFORMANCE :::,Were you successful in accomplishing what you were asked to do?,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,1.0,,,,,P15,female,phd,001,2023-01-12_17h05.42.416,eth_ws_team_p04,2022.2.5,143.9654713064883,
,,,,,::: EFFORT :::,Did you have to work hard to accomplish your level of performance?,,,,,,,,,0,3,3,4,,,,,,,,,,,,,,,,3.0,,,,,P15,female,phd,001,2023-01-12_17h05.42.416,eth_ws_team_p04,2022.2.5,143.9654713064883,
,,,,,::: MENTAL DEMAND :::,Was the task mentally demanding?,,,,,,,,,0,4,4,0,,,,,,,,,,,,,,,,1.0,,,,,P15,female,phd,001,2023-01-12_17h05.42.416,eth_ws_team_p04,2022.2.5,143.9654713064883,
,,,,,::: TEMPORAL DEMAND :::,Were you hurried or rushed to pace of the task?,,,,,,,,,0,5,5,2,,,,,,,,,,,,,,,,1.0,,,,,P15,female,phd,001,2023-01-12_17h05.42.416,eth_ws_team_p04,2022.2.5,143.9654713064883,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.30987009999808,174.30987009999808,space,3.9850962000055006,P15,female,phd,001,2023-01-12_17h05.42.416,eth_ws_team_p04,2022.2.5,143.9654713064883,
